user_id,project_count,cheatingprob_max,cheatingprob_mean,cheatingprob_dlpattern_max,cheatingprob_dlcancellation_max,cheatingprob_ulcancellation_max
de9435a13a1e406d9b6caad826a31650,51,0.8847765232279156,0.28987065792571276,0.8533327828582045,0.9663971702880242,0.9007882111034955
8e80107a40cf4cdbb5eb038138fc6666,20,0.929031176274506,0.35842685572265803,0.9694120966500795,0.912076806467913,0.9897189856065799
a0bb6eeb89db4224bd31c7e6d4fd755e,13,0.5774199979821053,0.4579361918071329,0.9991364421416234,0.6839312784234461,0.8325908156271419
b98593dca5e84c748e0a090df68541b2,10,0.944549759205424,0.9283000926571957,0.83324389864851,0.9714502273875695,0.9751542152159013
ac22374d11f64a6889c80ec20b2f3455,10,0.9631790248712396,0.9489432452409762,0.9768832204065365,0.9595755432036382,0.9777244688142563
75f32a8806f041a8ae29b7d4607d4b6f,10,0.8308660676264712,0.8308660676264712,0.5620123875885892,0.9199090449722083,0.8325908156271419
72c490fe9e624c479c8d87370f34ec31,10,,,,,
5375c62f1e914c468aeae0ff72f89f5d,9,,,,,
4d7988e360444db297d65a3eae058e29,9,,,,,
d0f15f92267d43ee9f3b1457f80ca568,8,0.9630770844294919,0.5020799058804761,0.9853262629533679,0.9903991915108641,0.9976010966415353
adb6ef7da85844909c4bc7059d2f1b8b,8,0.41965032447676887,0.21159545584805628,0.22730761849932835,0.3041940373926225,0.9583618917066484
6298818c8ece47ff8b1b56752fa70157,8,0.7146784977234523,0.3154023139544247,0.7945595854922279,0.6839312784234461,0.8325908156271419
acac3906425f4d4291a2eb14824bf33f,6,0.8050948401458161,0.40819742510357776,0.9703549677302064,0.8549772612430521,0.9168951336531872
0967521845444799adbb043b7f211b6d,6,0.971666310011745,0.652559500071308,0.9926597582037997,0.9989893885800909,0.9724126113776559
8d04a034102e4b598f50bac11fc76ad3,6,0.8653989753234396,0.5739120683920683,0.7432324093035187,0.9818089944416372,0.9823509252912954
8428c86f92d649088ef52993f6f75028,5,0.6948769213708056,0.2801403775185523,0.5844014180529042,0.9636179888832744,0.32505140507196706
52a956ae11eb4a03b3ef8508f5f93c2b,5,,,,,
5d5cc67e097c465da89dee6a61ca7d30,4,0.145407813570939,0.07434466671638486,0.016407599309153698,0.0,0.727039067854695
bd6a79522bfc41e0a32b301c96143917,4,0.3317891863080976,0.23176185225652474,0.9319068636857929,0.0,0.727039067854695
83de4e724eb54b15a5e0305ff18d674e,4,,,,,
f5a187ddaa7640adbdb8acf0d80ec559,4,0.6919102806089776,0.23176513862814987,0.33736327000575705,0.7983830217281455,0.727039067854695
d598e5570e9b475190889c682b965836,4,0.06501028101439342,0.06501028101439342,0.0,0.0,0.32505140507196706
78631f207d1f423ea03c41a0a5d8cf8c,4,0.3884279438330726,0.2261669551998295,0.9926597582037997,0.3041940373926225,0.727039067854695
99990dcde7f7491182a8b821c0dde25b,4,0.0,0.0,0.0,0.0,0.0
41fb637d53244dc18fcfbe49d2ef86da,4,0.8386215620074343,0.5507496570773253,0.8156920799407846,0.912076806467913,0.8755997258396162
ae54b3e62c7046b5a997213d07618521,4,0.9308415493004427,0.8623928599843743,0.840875282074556,0.9754926730672057,0.9460246744345442
ab8ccf989a5943ccb0cf15a50fe3abf2,4,0.7287242071421477,0.3696307878229187,0.8647881325857052,0.6839312784234461,0.727039067854695
cee4d8a70280400a9546730eb03d3002,4,0.400964486162361,0.32588635473707933,0.7671889135619705,0.3041940373926225,0.32505140507196706
26807e0f0a864115be3d8928ffafa3c8,3,0.7035667277043833,0.7035667277043833,0.2900937577103381,0.7983830217281455,0.8325908156271419
15568278de60427dbc5dc0af0302d640,3,0.8960568921212998,0.5624741556359488,0.6259727725287005,0.9694290045477514,0.9460246744345442
8623fb2f531443b884a06a81bce4defe,3,0.4389463744897909,0.4389463744897909,0.5551106924163919,0.3041940373926225,0.727039067854695
d102f69d860146259cbf50ed5e8ba0d3,3,0.8434476484111677,0.6801137215016317,0.9442777929279157,0.9012127337038909,0.727039067854695
9f4bc7f492194929ad1fd1bb16310479,3,0.32741540043710954,0.10913846681236984,0.3994434849357129,0.3041940373926225,0.32505140507196706
9f12b94aa2494fbcacfab1f90cbe8e78,3,0.4467063234845092,0.4467063234845092,0.9958981001727115,0.3041940373926225,0.32505140507196706
fd8017743728480d992397a59ce39a15,3,0.007109959700633284,0.003554979850316642,0.03554979850316642,0.0,0.0
3edb1ff652064b5998443f1ad3947005,3,0.145407813570939,0.145407813570939,0.0,0.0,0.727039067854695
